Time [s],Packet ID,MOSI,MISO
0.000034670000000,0,0b  0110  1110,
0.000382580000000,,0b  1110  1010,
0.000730540000000,,0b  0110  0010,
0.001078480000000,,0b  0100  1001,
0.001426340000000,,0b  0010  0110,
0.001774260000000,,0b  1111  1101,
0.002122180000000,,0b  1000  0100,
0.002470110000000,,0b  1010  0000,
0.002818030000000,,0b  1010  0010,
0.003165970000000,,0b  1100  1000,
0.003513860000000,,0b  0111  0110,
0.003861650000000,,0b  0111  1100,
0.004209540000000,,0b  1110  0111,
0.004557440000000,,0b  0001  0011,
0.004905310000000,,0b  0010  0011,
0.005253180000000,,0b  1001  0101,
0.005601060000000,,0b  0010  1010,
0.005948870000000,,0b  1011  1101,
0.006296770000000,,0b  1111  0101,
0.006644690000000,,0b  0111  1110,
0.006992530000000,,0b  0101  0001,
0.007340390000000,,0b  0110  0110,
0.007688260000000,,0b  0001  1001,
0.008036060000000,,0b  0000  1010,
0.008383900000000,,0b  0100  0111,
0.008731770000000,,0b  0011  1111,
0.009079650000000,,0b  0000  0000,
0.009427590000000,,0b  1011  0010,
0.009775470000000,,0b  0010  0110,
0.010123370000000,,0b  0010  0101,
0.010471210000000,,0b  0000  1011,
0.010819010000000,,0b  1111  1000,
0.011166830000000,,0b  1100  1111,
0.011514700000000,,0b  0011  1100,
0.011862540000000,,0b  1110  0110,
0.012210410000000,,0b  1100  1110,
0.012558270000000,,0b  1111  0010,
0.012906140000000,,0b  0000  0100,
0.013254000000000,,0b  1100  1010,
0.013601930000000,,0b  1000  0011,
0.013949740000000,,0b  0011  1000,
0.014297670000000,,0b  0001  1101,
0.014645540000000,,0b  0101  1101,
0.014993420000000,,0b  0001  1100,
0.015341340000000,,0b  1100  0011,
0.015689260000000,,0b  1111  1100,
0.016037170000000,,0b  1001  0010,
0.016385120000000,,0b  1100  1101,
0.016733060000000,,0b  1111  1110,
0.017080970000000,,0b  1101  0100,
0.017428910000000,,0b  1011  1110,
0.017776810000000,,0b  0011  1011,
0.018124700000000,,0b  1000  1011,
0.018472610000000,,0b  0010  0010,
0.018820490000000,,0b  1110  1010,
0.019168470000000,,0b  1101  1101,
0.019516410000000,,0b  1011  0010,
0.019864390000000,,0b  1010  0001,
0.020212370000000,,0b  0101  0111,
0.020560410000000,,0b  1001  0000,
0.020908460000000,,0b  0100  0000,
0.021256420000000,,0b  0011  0001,
0.021604410000000,,0b  1101  1100,
0.021952410000000,,0b  0001  1101,
0.022300380000000,,0b  0101  0001,
0.022648250000000,,0b  1101  0000,
0.022996150000000,,0b  0111  1011,
0.023344080000000,,0b  0100  0111,
0.023692020000000,,0b  0010  0101,
0.024039990000000,,0b  1010  1010,
0.024387850000000,,0b  1110  1101,
0.024735720000000,,0b  0111  1111,
0.025083570000000,,0b  1010  0110,
0.025431480000000,,0b  0001  1100,
0.025779350000000,,0b  0001  1011,
0.026127180000000,,0b  0111  0011,
0.026475100000000,,0b  1100  1010,
0.026823040000000,,0b  1010  0000,
0.027170950000000,,0b  0000  1010,
0.027518850000000,,0b  0100  0100,
0.027866730000000,,0b  0000  1100,
0.028214590000000,,0b  0010  1110,
0.028562470000000,,0b  1001  1100,
0.028910350000000,,0b  1100  1011,
0.029258230000000,,0b  1111  1100,
0.029606050000000,,0b  1100  1111,
0.029953930000000,,0b  0001  0010,
0.030301760000000,,0b  0000  1001,
0.030649630000000,,0b  0011  0101,
0.030997490000000,,0b  0000  0010,
0.031345370000000,,0b  1101  1010,
0.031693230000000,,0b  1011  1010,
0.032041110000000,,0b  0001  1011,
0.032388990000000,,0b  1010  0100,
0.032736850000000,,0b  1011  1010,
0.033084720000000,,0b  0110  1110,
0.033432600000000,,0b  1111  0010,
0.033780530000000,,0b  1110  1010,
0.034128370000000,,0b  0010  0010,
0.034476250000000,,0b  0100  1011,
0.034824160000000,,0b  1100  1000,
0.035172050000000,,0b  0000  0010,
0.035519970000000,,0b  0011  1011,
0.035867900000000,,0b  1010  1101,
0.036215790000000,,0b  0100  0101,
0.036563650000000,,0b  1100  0001,
0.036911510000000,,0b  1111  1111,
0.037259450000000,,0b  1011  0110,
0.037607290000000,,0b  1001  0100,
0.037955200000000,,0b  0010  1101,
0.038303150000000,,0b  1100  0001,
0.038651020000000,,0b  0000  1000,
0.038998850000000,,0b  1100  0111,
0.039346750000000,,0b  0010  1101,
0.039694660000000,,0b  1010  1010,
0.040042570000000,,0b  1011  0000,
0.040390530000000,,0b  1010  0000,
0.040738390000000,,0b  0101  0001,
0.041086210000000,,0b  1111  1101,
0.041434160000000,,0b  1010  0111,
0.041782020000000,,0b  1001  0010,
0.042129880000000,,0b  1111  1011,
