Time [s],Packet ID,MOSI,MISO
0.000034670000000,0,0b  0000  0000,
0.000382580000000,,0b  0000  0000,
0.000730540000000,,0b  0001  0000,
0.001078480000000,,0b  0001  0000,
0.001426340000000,,0b  0100  0001,
0.001774260000000,,0b  0000  0000,
0.002122180000000,,0b  0000  0000,
0.002470110000000,,0b  0010  0000,
0.002818030000000,,0b  0000  0000,
0.003165970000000,,0b  0000  0010,
0.003513860000000,,0b  0000  0000,
0.003861650000000,,0b  0001  0000,
0.004209540000000,,0b  0010  0001,
0.004557440000000,,0b  0000  0000,
0.004905310000000,,0b  1000  1000,
0.005253180000000,,0b  0000  0100,
0.005601060000000,,0b  0000  1000,
0.005948870000000,,0b  0000  0000,
0.006296770000000,,0b  0000  0000,
0.006644690000000,,0b  0000  0000,
0.006992530000000,,0b  0001  0000,
0.007340390000000,,0b  0000  0001,
0.007688260000000,,0b  0000  0000,
0.008036060000000,,0b  0100  0000,
0.008383900000000,,0b  0001  0000,
0.008731770000000,,0b  0000  1000,
0.009079650000000,,0b  0000  0000,
0.009427590000000,,0b  0000  0000,
0.009775470000000,,0b  1000  0001,
0.010123370000000,,0b  0000  0001,
0.010471210000000,,0b  0000  0000,
0.010819010000000,,0b  0000  0000,
0.011166830000000,,0b  0000  0010,
0.011514700000000,,0b  0000  1000,
0.011862540000000,,0b  0010  0001,
0.012210410000000,,0b  0000  0010,
0.012558270000000,,0b  0000  0000,
0.012906140000000,,0b  1000  0000,
0.013254000000000,,0b  0010  0010,
0.013601930000000,,0b  0000  0000,
0.013949740000000,,0b  0000  1000,
0.014297670000000,,0b  0000  0000,
0.014645540000000,,0b  0000  0000,
0.014993420000000,,0b  0000  0000,
0.015341340000000,,0b  0010  0000,
0.015689260000000,,0b  0000  0000,
0.016037170000000,,0b  0010  0000,
0.016385120000000,,0b  1000  0010,
0.016733060000000,,0b  0000  0000,
0.017080970000000,,0b  0000  0000,
0.017428910000000,,0b  0010  0000,
0.017776810000000,,0b  0000  0000,
0.018124700000000,,0b  0000  0000,
0.018472610000000,,0b  0000  1000,
0.018820490000000,,0b  0000  0000,
0.019168470000000,,0b  0000  0000,
0.019516410000000,,0b  0000  0000,
0.019864390000000,,0b  1000  0000,
0.020212370000000,,0b  0000  0000,
0.020560410000000,,0b  0000  0100,
0.020908460000000,,0b  0000  0000,
0.021256420000000,,0b  0000  0000,
0.021604410000000,,0b  0000  0000,
0.021952410000000,,0b  0000  0000,
0.022300380000000,,0b  0000  0000,
0.022648250000000,,0b  0000  0000,
0.022996150000000,,0b  0000  0000,
0.023344080000000,,0b  0000  0000,
0.023692020000000,,0b  0000  1000,
0.024039990000000,,0b  0000  0000,
0.024387850000000,,0b  0000  0000,
0.024735720000000,,0b  0000  0000,
0.025083570000000,,0b  0000  0001,
0.025431480000000,,0b  0000  0000,
0.025779350000000,,0b  0000  0000,
0.026127180000000,,0b  0000  0000,
0.026475100000000,,0b  1000  0010,
0.026823040000000,,0b  0000  0000,
0.027170950000000,,0b  0000  0000,
0.027518850000000,,0b  0001  0000,
0.027866730000000,,0b  0000  0000,
0.028214590000000,,0b  0000  0000,
0.028562470000000,,0b  0000  0100,
0.028910350000000,,0b  0010  0010,
0.029258230000000,,0b  0000  0000,
0.029606050000000,,0b  0010  0010,
0.029953930000000,,0b  0000  0000,
0.030301760000000,,0b  1000  0000,
0.030649630000000,,0b  0100  0000,
0.030997490000000,,0b  0000  0000,
0.031345370000000,,0b  0000  0000,
0.031693230000000,,0b  0000  0000,
0.032041110000000,,0b  0000  0000,
0.032388990000000,,0b  0000  0001,
0.032736850000000,,0b  0000  0000,
0.033084720000000,,0b  0001  0000,
0.033432600000000,,0b  0000  0000,
0.033780530000000,,0b  1000  0000,
0.034128370000000,,0b  0000  0000,
0.034476250000000,,0b  0001  0000,
0.034824160000000,,0b  0000  0010,
0.035172050000000,,0b  0000  0000,
0.035519970000000,,0b  0000  0000,
0.035867900000000,,0b  0000  0000,
0.036215790000000,,0b  0000  0000,
0.036563650000000,,0b  0000  0000,
0.036911510000000,,0b  0000  0000,
0.037259450000000,,0b  0000  0000,
0.037607290000000,,0b  0000  0100,
0.037955200000000,,0b  0000  0000,
0.038303150000000,,0b  0000  0000,
0.038651020000000,,0b  0000  0000,
0.038998850000000,,0b  0000  0000,
0.039346750000000,,0b  0000  1000,
0.039694660000000,,0b  0000  0000,
0.040042570000000,,0b  0000  0000,
0.040390530000000,,0b  0000  0000,
0.040738390000000,,0b  0000  0000,
0.041086210000000,,0b  0000  0000,
0.041434160000000,,0b  0000  0001,
0.041782020000000,,0b  0000  0100,
0.042129880000000,,0b  0000  0000,
0.042477830000000,,0b  0000  0100,
0.042825750000000,,0b  0100  0000,
0.043173620000000,,0b  0000  0000,
0.043521440000000,,0b  0000  0000,
0.043869280000000,,0b  0000  0000,
0.044217210000000,,0b  0000  1000,
0.044565040000000,,0b  0000  0000,
0.044912940000000,,0b  0100  0000,
0.045260830000000,,0b  0000  1000,
0.045608720000000,,0b  0000  0010,
0.045956680000000,,0b  0000  0000,
0.046304580000000,,0b  0000  0010,
0.046652500000000,,0b  0000  0100,
0.047000440000000,,0b  0000  0000,
0.047348390000000,,0b  0000  0000,
0.047696270000000,,0b  0000  0000,
0.048044160000000,,0b  0000  0100,
0.048392130000000,,0b  0001  0000,
0.048740010000000,,0b  0000  0000,
0.049087940000000,,0b  0000  0000,
0.049435830000000,,0b  0000  0000,
0.049783680000000,,0b  0000  0000,
0.050131530000000,,0b  0010  0000,
0.050479480000000,,0b  1000  0000,
0.050827390000000,,0b  1000  0000,
0.051175260000000,,0b  0001  0000,
0.051523130000000,,0b  0000  0000,
0.051870970000000,,0b  0010  0000,
0.052218800000000,,0b  0001  0000,
0.052566660000000,,0b  0000  0100,
0.052914510000000,,0b  0000  0001,
0.053262360000000,,0b  0000  0000,
0.053610130000000,,0b  0010  0000,
0.053958000000000,,0b  0000  0000,
0.054305820000000,,0b  0000  0000,
0.054653600000000,,0b  0010  0000,
0.055001430000000,,0b  1000  0000,
0.055349300000000,,0b  0000  0000,
0.055697140000000,,0b  0000  1000,
0.056044960000000,,0b  0000  0000,
0.056392860000000,,0b  0000  0000,
0.056740680000000,,0b  0000  0000,
0.057088530000000,,0b  0001  0000,
0.057436480000000,,0b  0000  0000,
0.057784290000000,,0b  0000  0000,
0.058132100000000,,0b  1000  1000,
0.058480000000000,,0b  1000  0100,
0.058827860000000,,0b  0000  0100,
0.059175730000000,,0b  0000  0000,
0.059523540000000,,0b  0000  0000,
0.059871410000000,,0b  0000  0000,
0.060219400000000,,0b  0000  1000,
0.060567260000000,,0b  0000  0001,
0.060915130000000,,0b  0000  0000,
0.061262980000000,,0b  0000  0000,
0.061610750000000,,0b  0000  0000,
0.061958610000000,,0b  0000  0000,
0.062306560000000,,0b  0000  0000,
0.062654440000000,,0b  0000  0000,
0.063002350000000,,0b  0000  0000,
0.063350290000000,,0b  0000  0000,
0.063698160000000,,0b  0000  0000,
0.064046060000000,,0b  0000  0000,
0.064394010000000,,0b  0000  0000,
0.064741920000000,,0b  1000  0000,
0.065089720000000,,0b  0000  0000,
0.065437640000000,,0b  0000  0001,
0.065785530000000,,0b  0000  0000,
0.066133330000000,,0b  0000  0000,
0.066481210000000,,0b  0000  0000,
0.066829060000000,,0b  0010  0000,
0.067176990000000,,0b  0000  0000,
0.067524970000000,,0b  0100  0000,
0.067873000000000,,0b  0000  0000,
0.068220950000000,,0b  0000  0000,
0.068568880000000,,0b  0000  0000,
0.068916860000000,,0b  0001  0000,
0.069264800000000,,0b  0001  0001,
0.069612650000000,,0b  0000  0010,
0.069960570000000,,0b  0000  0010,
0.070308400000000,,0b  0000  0001,
0.070656260000000,,0b  0000  0000,
0.071004170000000,,0b  0100  0000,
0.071352060000000,,0b  0000  0000,
0.071699890000000,,0b  0000  0000,
0.072047800000000,,0b  0000  0100,
0.072395710000000,,0b  0000  0000,
0.072743570000000,,0b  0000  0000,
0.073091490000000,,0b  0001  0000,
0.073439420000000,,0b  0100  0000,
0.073787410000000,,0b  0000  0001,
0.074135300000000,,0b  0000  0000,
0.074483140000000,,0b  0000  1000,
0.074830990000000,,0b  0000  0000,
0.075178790000000,,0b  1000  0000,
0.075526630000000,,0b  0000  0000,
0.075874480000000,,0b  0000  0000,
0.076222250000000,,0b  0000  0000,
0.076570070000000,,0b  0000  0100,
0.076918000000000,,0b  0001  0000,
0.077265910000000,,0b  0000  0000,
0.077613670000000,,0b  0100  0000,
0.077961470000000,,0b  0000  0000,
0.078309350000000,,0b  0000  0000,
0.078657180000000,,0b  0100  0001,
0.079005030000000,,0b  0000  0000,
0.079352980000000,,0b  0100  0000,
0.079700840000000,,0b  0000  0000,
0.080048700000000,,0b  0000  0010,
0.080396570000000,,0b  0000  0000,
0.080744480000000,,0b  0000  0000,
0.081092310000000,,0b  0001  0000,
0.081440230000000,,0b  1000  0000,
0.081788190000000,,0b  0000  0000,
0.082136050000000,,0b  0000  0000,
0.082483900000000,,0b  0000  0000,
0.082831780000000,,0b  0000  0000,
0.083179670000000,,0b  0000  0000,
0.083527560000000,,0b  0000  0000,
0.083875460000000,,0b  1000  0000,
0.084223270000000,,0b  0000  0000,
0.084571080000000,,0b  0000  0000,
0.084918970000000,,0b  0000  1000,
0.085266810000000,,0b  0000  0000,
0.085614570000000,,0b  0000  0100,
0.085962390000000,,0b  0100  0000,
0.086310260000000,,0b  0000  0000,
0.086658080000000,,0b  1000  0000,
0.087005900000000,,0b  0000  0000,
0.087353720000000,,0b  0000  0000,
0.087701500000000,,0b  0000  0000,
0.088049320000000,,0b  0000  0000,
0.088397120000000,,0b  0000  0100,
0.088744990000000,,0b  0001  0000,
0.089092890000000,,0b  0000  0000,
0.089440760000000,,0b  0000  0000,
0.089788690000000,,0b  0001  0000,
0.090136510000000,,0b  0100  0000,
0.090484350000000,,0b  0000  0000,
0.090832200000000,,0b  0000  0000,
0.091180050000000,,0b  0000  1000,
0.091527880000000,,0b  0100  0000,
0.091875710000000,,0b  0000  0100,
0.092223550000000,,0b  0000  0000,
0.092571340000000,,0b  0000  0000,
0.092919170000000,,0b  0000  0000,
0.093267060000000,,0b  0000  0000,
0.093614840000000,,0b  0001  0000,
0.093962650000000,,0b  0001  0000,
0.094310480000000,,0b  1000  0000,
0.094658300000000,,0b  0000  0000,
0.095006150000000,,0b  0000  0001,
0.095354070000000,,0b  0000  1000,
0.095701900000000,,0b  0000  0000,
0.096049740000000,,0b  0000  0000,
0.096397590000000,,0b  0000  0000,
0.096745490000000,,0b  1000  0000,
0.097093390000000,,0b  0000  0000,
0.097441310000000,,0b  0000  0000,
0.097789210000000,,0b  1000  0000,
0.098137070000000,,0b  0000  0001,
0.098484940000000,,0b  0000  0000,
0.098832780000000,,0b  0000  0000,
0.099180700000000,,0b  0100  0000,
0.099528520000000,,0b  0100  0100,
0.099876330000000,,0b  0000  0000,
